key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
157,"",0,"",0,0,1,0,0,2174,2,1,45,70,70,6,2,59,319,"SE_Bt_Etc_AirForceWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_AirForceBye",0,10,False,True,0,0,0,0,-1,0,0,100,False,0,0,50,0,0,False,False,False,False,False,0,0,False,False,18,23,41,False,42,False
158,"幽夜神威",0,"",0,0,1,0,0,2195,2,1,45,85,85,1,0,44,552,"SE_Bt_Etc_InugamiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_InugamiBye",20,10,False,True,0,0,0,0,117,4127,30204,100,False,0,0,70,0,0,False,False,False,False,False,0,0,False,False,9,19,41,False,42,False
159,"渡渡鳥",0,"",0,0,1,0,0,2194,2,1,45,15,70,1,2,61,319,"SE_Bt_Etc_DodoWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_DodoBye",20,10,False,True,0,0,0,0,118,4122,1060,100,False,0,0,50,0,0,False,False,False,False,False,0,0,False,False,30,19,41,False,40,False
160,"鬚鯨",0,"",0,0,1,0,0,2176,2,1,45,15,15,1,2,0,638,"SE_Bt_Etc_KujiraWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_KujiraBye",20,10,False,True,0,0,0,0,119,4119,7060,100,False,0,0,70,1,0,True,False,False,False,False,0,0,False,False,16,18,37,False,37,False
161,"火龍",0,"",0,0,1,0,0,2257,2,1,45,15,70,1,2,62,564,"SE_Bt_Etc_NIKUBossWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_NIKUBossBye",20,10,False,True,0,0,0,0,120,4125,40700,100,False,0,0,50,0,0,False,False,False,False,False,0,0,False,False,0,24,41,False,44,False
162,"魔導運輸器",0,"",0,0,1,0,0,2258,2,1,45,15,15,1,2,63,319,"SE_Bt_Etc_HakaseIsuWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_HakaseIsuBye",0,10,False,True,0,0,0,0,121,4123,10030,100,False,0,0,50,0,0,True,False,False,False,False,0,0,False,False,17,19,39,False,38,False
163,"原型運輸器",0,"",0,0,1,0,0,2307,2,1,45,15,15,1,2,63,319,"SE_Bt_Etc_HakaseIsuWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_HakaseIsuBye",0,10,False,True,0,0,0,0,122,4124,10031,100,False,0,0,50,0,0,True,False,False,False,False,0,0,False,False,17,19,39,False,38,False
164,"巨鯰魚神轎",0,"",0,0,1,0,0,2202,2,1,45,15,15,1,2,70,570,"SE_Bt_Etc_NamazuoWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_NamazuoBye",20,10,False,False,0,0,0,0,123,4118,4500,100,False,0,0,50,0,41,False,True,False,False,False,0,0,False,False,0,21,41,False,40,False
165,"",0,"",0,0,1,0,0,2202,2,1,45,15,15,1,2,70,570,"SE_Bt_Etc_NamazuoWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_NamazuoBye",20,10,False,False,0,0,0,0,-1,0,0,100,False,0,0,50,0,40,False,False,False,False,False,0,0,False,False,0,21,41,False,40,False
166,"絕地",0,"",0,0,1,0,0,2304,2,1,10,70,70,1,2,64,565,"SE_Bt_Etc_SekitobaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_SekitobaBye",20,10,False,True,0,0,0,0,124,4126,3050,100,False,0,0,55,0,0,False,False,False,False,False,0,0,False,False,9,20,41,False,40,False
167,"輸送系統",0,"",0,0,1,0,0,2305,2,1,45,15,15,1,0,16,895,"SE_Bt_Etc_DaragabWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_DaragabBye",0,10,False,True,0,0,0,0,125,4121,10502,100,False,12,4,100,0,9,True,True,False,False,False,0,0,False,False,17,19,39,False,40,False
168,"護送系統",0,"",0,0,1,0,0,2306,2,1,45,15,15,1,0,16,121,"SE_Bt_Etc_DaragabWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_DaragabBye",0,10,False,True,0,0,0,0,126,4120,10503,100,False,12,4,100,0,9,True,True,False,False,False,0,0,False,False,17,19,39,False,40,False
169,"",0,"",0,0,1,0,0,1952,2,0,45,15,15,0,0,5,319,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,False,True,0,0,0,0,-1,0,0,65,False,0,0,100,0,0,False,False,False,False,False,0,0,False,False,9,19,41,False,40,False
170,"格拉尼",0,"",0,0,1,0,0,2268,2,1,45,70,70,1,2,69,319,"SE_Bt_Etc_DarkUnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_DarkUnicornBye",20,10,False,True,0,0,0,0,128,4128,3060,100,False,0,0,50,0,0,False,False,False,False,False,0,0,False,False,9,19,41,False,40,False
171,"貓大胖",0,"",0,0,1,0,0,2312,2,1,45,70,70,1,2,66,638,"SE_Bt_Etc_DebuNekoWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_DebuNekoBye",20,10,False,True,0,0,0,0,129,4129,3350,120,False,9,3,50,0,0,False,False,False,False,False,0,0,False,False,10,21,43,False,42,False
172,"朱焰神威",0,"",0,0,1,0,0,2359,2,1,45,85,85,1,0,44,588,"SE_Bt_Etc_InugamiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_InugamiBye",20,10,False,True,0,0,0,0,130,4130,30205,100,False,0,0,70,0,0,False,False,False,False,False,0,0,False,False,9,19,41,False,42,False
173,"歐米茄",0,"",0,0,1,0,0,2360,2,1,45,15,15,3,4,67,589,"SE_Bt_Etc_OmegaWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_OmegaBye",0,10,False,True,0,0,0,0,131,4131,10100,100,False,9,3,70,0,0,False,False,False,False,False,0,0,False,False,0,21,39,False,37,False
174,"魔導浮空裝甲",0,"",0,0,1,0,0,2362,2,1,45,15,15,1,2,68,319,"SE_Bt_Etc_SyumitWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_SyumitBye",0,10,False,True,0,0,0,0,132,4132,10040,100,False,0,0,70,0,0,True,False,False,False,False,0,0,False,False,17,19,41,False,40,False
175,"魔法飛毯",0,"",0,0,1,0,0,2340,2,1,45,15,15,1,2,0,637,"SE_Bt_Etc_JuutanWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_JuutanBye",0,10,False,True,0,0,0,0,136,4147,16080,100,False,0,0,60,0,0,True,False,False,False,False,0,0,False,False,17,19,39,False,38,False
176,"魔導機車大魔",0,"",0,0,1,0,0,2361,2,1,45,15,15,1,2,71,319,"SE_Bt_Etc_MagunarodersWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MagunarodersBye",20,10,False,True,0,0,0,0,133,4133,10050,100,False,0,0,70,0,0,False,False,False,False,False,0,0,False,False,8,22,41,False,42,False
177,"黑色胖陸行鳥",0,"",0,0,1,0,0,2385,2,1,45,0,15,1,0,0,193,"SE_Bt_Etc_DebuCyokoboWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_DebuCyokoboBye",20,10,True,False,0,0,0,0,134,4134,303,100,False,0,0,70,0,0,False,False,False,False,False,0,0,False,False,8,23,37,False,37,False
178,"火巨人",0,"",0,0,1,0,0,2437,2,1,45,15,15,1,2,0,319,"SE_Bt_Etc_FireIetyWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FireIetyBye",15,9,False,True,0,0,0,0,135,4137,1070,100,False,0,0,60,0,0,False,False,False,False,False,0,0,False,False,8,19,39,False,40,False
179,"改良型魔導機車大魔",0,"",0,0,1,0,0,2467,2,1,45,15,15,1,2,71,319,"SE_Bt_Etc_MagunarodersWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MagunarodersBye",20,10,False,True,0,0,0,0,137,4139,10051,100,False,0,0,70,0,0,False,False,False,False,False,0,0,False,False,8,22,41,False,42,False
180,"帝王仙人掌",0,"",0,0,1,0,0,2406,2,1,45,15,15,1,2,73,703,"SE_Bt_Etc_SabotenderWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_SabotenderBye",20,10,False,True,0,0,0,0,138,4140,1080,100,False,9,3,50,0,0,False,False,False,False,False,0,0,False,False,8,17,37,False,37,False
181,"九尾神威",0,"",0,0,1,0,0,2526,2,1,45,15,70,1,2,17,636,"SE_Bt_Etc_KyuubiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_KyuubiBye",20,10,False,True,0,0,0,0,139,4141,30250,65,False,0,6,70,0,0,False,False,False,False,False,0,0,False,False,9,21,41,False,42,False
182,"青君神威",0,"",0,0,1,0,0,2452,2,1,45,85,85,1,0,44,635,"SE_Bt_Etc_InugamiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_InugamiBye",20,10,False,True,0,0,0,0,140,4142,30206,100,False,0,0,70,0,0,False,False,False,False,False,0,0,False,False,9,19,41,False,42,False
183,"戰虎",0,"",0,0,1,0,0,2465,2,1,45,15,65,1,2,48,319,"SE_Bt_Etc_ToraWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_ToraBye",20,10,False,True,0,0,0,0,141,4143,3360,100,False,0,0,70,0,0,False,False,False,False,False,0,0,False,False,9,19,41,False,42,False
184,"優雷卡鹽藍燕",0,"",0,0,1,0,0,2468,2,1,45,15,15,5,2,45,319,"SE_Bt_Etc_UmiushiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UmiushiBye",20,10,False,True,0,0,0,0,142,4144,7070,30,False,9,3,70,0,0,True,False,False,False,False,0,0,False,False,9,19,41,False,40,False
185,"魔導復仇者寒冷地區特製型",0,"",0,0,1,0,0,2466,2,1,45,15,70,1,0,53,319,"SE_Bt_Etc_MekagoriraWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MekagoriraBye",20,10,False,True,0,0,0,0,143,4145,10091,100,False,0,0,50,0,0,False,False,False,False,False,0,0,False,False,0,23,41,False,40,False
186,"半靈奧斯瑪",0,"",0,0,1,0,0,2409,2,1,45,15,15,7,0,72,319,"SE_Bt_Etc_OzmanWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_OzmaBye",0,10,False,True,0,0,0,0,144,4146,11030,100,False,0,0,100,0,0,True,False,False,False,False,0,0,False,False,0,0,39,False,38,False
187,"阿馬羅",0,"",0,0,1,0,0,2539,2,1,45,50,50,1,2,74,715,"SE_Bt_Etc_RakudaDragoneWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_RakudaDragoneBye",20,20,False,True,0,65537,65537,0,153,4156,1090,100,False,0,0,60,0,0,False,False,False,False,False,0,0,False,False,8,19,39,False,40,False
188,"氣墊船",0,"",0,0,1,0,0,2458,2,1,45,15,15,1,2,0,702,"SE_Bt_Etc_HoverWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_HoverBye",0,10,True,True,0,0,0,0,145,4149,11040,100,False,0,0,60,3,0,True,False,False,False,False,0,0,False,False,8,18,37,False,37,False
189,"仙子玲龍",0,"",0,0,1,0,0,2482,2,1,45,15,50,1,2,76,700,"SE_Bt_Etc_BanshinryuuWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BanshinryuuBye",20,20,False,True,0,0,0,0,146,4148,30300,100,False,0,0,60,0,0,False,False,False,False,False,0,0,False,False,8,22,41,False,42,False
190,"三角龍",0,"",0,0,1,0,0,2536,2,1,45,70,70,1,2,77,319,"SE_Bt_Etc_TorikeratopusuWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_TorikeratopusuBye",20,10,False,True,0,0,0,0,147,4150,3370,100,False,0,0,60,0,0,False,False,False,False,False,0,0,False,False,8,19,51,False,50,False
191,"青蛙號M",0,"",0,0,1,0,0,2608,2,1,45,15,15,1,2,75,319,"SE_Bt_Etc_DowarfWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_DowarfBye",0,10,False,True,0,0,0,0,148,4151,10110,100,False,0,0,70,0,0,False,False,False,False,False,0,0,False,False,8,20,41,False,44,False
192,"無瑕玲龍",0,"",0,0,1,0,0,2584,2,1,45,15,50,1,2,76,701,"SE_Bt_Etc_BanshinryuuWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BanshinryuuBye",20,20,False,True,0,0,0,0,149,4153,30301,100,False,0,0,60,0,0,False,False,False,False,False,0,0,False,False,8,22,41,False,42,False
193,"魔法飛床",0,"",0,0,1,0,0,2646,2,1,45,85,85,1,2,41,319,"SE_Bt_Etc_ShroudBedWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_ShroudBedBye",0,10,False,False,0,0,0,0,150,4152,16090,100,False,0,0,70,0,0,True,False,False,False,False,0,0,False,False,8,18,37,False,37,False
194,"小惡精靈·阿里曼",0,"",0,0,1,0,0,2645,2,1,45,15,70,1,2,4,330,"SE_Bt_Etc_AhrimanWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_AhrimanBye",20,10,False,True,0,0,0,0,151,4154,5001,100,False,0,0,50,0,43,True,True,False,False,False,0,0,False,False,19,23,37,False,52,False
195,"金斗雲",0,"",0,0,1,0,0,2703,2,1,45,15,15,1,2,30,637,"SE_Bt_Etc_KintounWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_KintounBye",20,20,False,True,0,0,0,0,152,4155,16011,100,False,0,0,70,0,0,True,False,False,False,False,0,0,False,False,16,19,37,False,52,False
196,"",0,"",0,0,1,0,0,2539,2,1,45,50,50,1,2,74,715,"SE_Bt_Etc_RakudaDragoneWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_RakudaDragoneBye",20,20,False,True,0,65537,65537,0,-1,0,0,100,False,0,0,60,0,0,False,False,False,False,False,0,0,False,False,8,19,39,False,40,False
197,"鬥虎",0,"",0,0,1,0,0,2733,2,1,45,15,65,1,2,48,319,"SE_Bt_Etc_ToraWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_ToraBye",20,10,False,True,0,0,0,0,154,4157,3361,100,False,0,0,70,0,0,False,False,False,False,False,0,0,False,False,9,19,41,False,42,False
198,"",0,"",0,0,1,0,0,2539,2,3,45,50,50,1,2,74,715,"SE_Bt_Etc_RakudaDragoneWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_RakudaDragoneBye",20,20,False,True,0,65537,65537,0,-1,0,0,100,False,0,0,60,0,0,False,False,False,False,False,0,0,False,False,8,19,39,False,40,False
199,"",0,"",0,0,1,0,0,2645,2,0,45,15,70,1,2,4,330,"SE_Bt_Etc_AhrimanWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_AhrimanBye",20,10,False,True,0,0,0,0,-1,0,0,100,False,0,0,50,0,42,True,False,False,False,False,0,0,False,False,19,23,37,False,52,False
200,"毛爾波爾",0,"",0,0,1,0,0,2752,2,1,45,85,85,1,2,80,731,"SE_Bt_Etc_MolbolWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_MolbolBye",20,10,False,True,0,0,0,0,155,4158,4510,100,False,0,0,60,0,46,False,True,False,False,False,80,80,False,False,31,20,37,False,37,False
201,"豬大仙",0,"",0,0,1,0,0,2760,2,1,45,50,50,1,2,81,319,"SE_Bt_Etc_FairyOakWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FairyOakBye",20,10,False,True,0,0,0,0,156,4159,5040,100,False,0,0,60,0,45,True,True,False,False,False,0,0,False,False,18,21,43,False,42,False
202,"厄毗米修斯",0,"",0,0,1,0,0,2761,2,1,45,15,15,1,2,79,730,"SE_Bt_Etc_PrometeusWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_PrometeusBye",0,10,False,True,0,0,0,0,157,4160,10060,100,False,0,0,60,0,0,False,False,False,False,False,0,0,False,False,8,20,41,False,44,False
203,"墨諾提俄斯",0,"",0,0,1,0,0,2762,2,1,45,15,15,1,2,79,730,"SE_Bt_Etc_PrometeusWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_PrometeusBye",0,10,False,True,0,0,0,0,158,4161,10061,100,False,0,0,60,0,0,False,False,False,False,False,0,0,False,False,8,20,41,False,44,False
204,"建築7號",0,"",0,0,1,0,0,2771,2,1,45,15,15,1,2,82,729,"SE_Bt_Etc_KoboldGolemWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_KoboldGolemBye",0,10,False,False,0,0,0,0,159,4162,10120,100,False,0,0,60,0,0,False,False,False,False,False,0,0,False,False,9,21,37,False,37,False
205,"暗影玲龍",0,"",0,0,1,0,0,2772,2,1,45,15,50,1,2,76,728,"SE_Bt_Etc_BanshinryuuWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BanshinryuuBye",20,20,False,True,0,0,0,0,160,4163,30302,100,False,0,0,60,0,0,False,False,False,False,False,0,0,False,False,8,22,41,False,42,False
206,"搬運魔石精",0,"",0,0,1,0,0,2717,2,1,45,15,15,1,2,78,638,"SE_Bt_Etc_SpriganWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_SpriganBye",20,10,False,True,0,0,0,0,161,4164,1100,100,False,0,0,60,0,0,False,False,False,False,False,0,0,False,False,8,18,39,False,40,False
207,"得到寬恕的沉默",0,"",0,0,1,0,0,2728,2,1,45,85,85,1,2,83,319,"SE_Bt_Etc_YonsokuTenshiWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_YonsokuTenshiBye",20,10,False,True,0,0,0,0,162,4165,3380,100,False,9,3,60,0,0,False,False,False,False,False,0,0,False,False,8,19,41,False,40,False
208,"長頸駝",0,"",0,0,1,0,0,2726,2,1,45,85,85,1,2,84,319,"SE_Bt_Etc_DhalmelWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_DhalmelBye",20,10,False,True,0,0,0,0,163,4166,3390,100,False,0,0,60,0,0,False,False,False,False,False,80,80,False,False,8,18,41,False,40,False
209,"白化黑羊",0,"",0,0,1,0,0,2798,2,1,45,85,85,1,2,85,319,"SE_Bt_Etc_SheepWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_SheepBye",20,10,False,True,0,0,0,0,164,4167,3400,100,False,9,3,60,0,0,False,False,False,False,False,0,0,False,False,9,19,41,False,40,False
210,"",0,"",0,0,1,0,0,2760,2,1,45,50,50,1,2,81,319,"SE_Bt_Etc_FairyOakWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_FairyOakBye",20,10,False,True,0,0,0,0,-1,0,0,100,False,0,0,60,0,44,False,False,False,False,False,0,0,False,False,18,21,43,False,42,False
211,"巫菲提",0,"",0,0,1,0,0,2838,2,1,45,85,85,1,2,53,319,"SE_Bt_Etc_GorilaWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_GorilaBye",20,10,False,True,0,0,0,0,165,4168,1110,100,False,12,3,50,0,0,False,False,False,False,False,0,0,False,False,0,23,41,False,40,False
212,"恐爪龍",0,"",0,0,1,0,0,2725,2,1,45,70,70,1,2,101,319,"SE_Bt_Etc_RaptorWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_RaptorBye",20,10,False,True,0,0,0,0,199,4208,1120,100,False,0,0,60,0,0,False,False,False,False,False,80,80,False,False,8,19,41,False,40,False
213,"勞動十四號",0,"",0,0,1,0,0,2727,2,1,45,15,15,1,2,86,319,"SE_Bt_Etc_Labor8Whistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_Labor8Bye",0,10,False,True,0,0,0,0,166,4175,10130,100,False,0,0,60,0,0,False,False,False,False,False,80,60,False,False,0,21,37,False,37,False
214,"王孔雀",0,"",0,0,1,0,0,2799,2,1,45,15,50,1,2,87,638,"SE_Bt_Etc_PeacockWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_PeacockBye",20,10,False,True,0,0,0,0,167,4176,1130,100,False,0,0,60,0,47,False,True,False,False,False,80,80,False,False,8,21,41,False,40,False
215,"水蛇大人的罐子",0,"",0,0,1,0,0,2861,2,1,45,15,15,1,2,0,319,"SE_Bt_Etc_TsuchinokoWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_TsuchinokoBye",0,10,False,True,0,0,0,0,168,4174,7080,100,False,0,0,60,0,49,True,True,False,False,False,80,80,False,False,18,20,39,False,38,False
216,"無齒翼龍",0,"",0,0,1,0,0,2862,2,1,45,15,70,1,2,88,788,"SE_Bt_Etc_PteranodonWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_PteranodonBye",20,10,False,True,0,0,0,0,169,4169,5050,100,False,0,0,40,0,0,True,False,False,False,False,80,80,False,False,18,22,41,False,40,False
217,"紅寶石玲龍",0,"",0,0,1,0,0,2863,2,1,45,15,50,1,2,76,753,"SE_Bt_Etc_BanshinryuuWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BanshinryuuBye",20,20,False,True,0,0,0,0,170,4170,30303,100,False,0,0,60,0,0,False,False,False,False,False,0,0,False,False,8,22,41,False,42,False
218,"弓鮫",0,"",0,0,1,0,0,2900,2,1,45,15,15,1,2,89,319,"SE_Bt_Etc_SharkWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_SharkBye",20,20,False,False,0,0,0,0,171,4171,7090,100,False,0,0,60,0,0,True,False,False,False,False,80,80,False,False,18,19,39,False,38,False
219,"拉姆",0,"",0,0,1,0,0,2901,2,1,45,85,85,1,2,90,754,"SE_Bt_Etc_1stRamuhWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_1stRamuhBye",20,20,False,True,0,0,0,0,172,4172,7100,100,False,0,0,60,0,0,True,False,False,False,False,80,80,False,False,8,18,37,False,37,False
220,"卡邦庫爾 紅電氣石",0,"",0,0,1,0,0,2913,2,1,45,70,70,1,2,51,638,"SE_Bt_Etc_CarbuncleWhistle","SE_Bt_Etc_HarpieWhistle_only","SE_Bt_Etc_CarbuncleBye",20,10,False,True,0,0,0,0,173,4173,3332,120,False,0,0,50,0,0,False,False,False,False,False,0,0,False,False,9,21,41,False,40,False
221,"",0,"",0,0,1,0,0,2861,2,1,45,15,15,1,2,0,319,"SE_Bt_Etc_TsuchinokoWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_TsuchinokoBye",0,10,False,True,0,0,0,0,-1,0,0,100,False,0,0,60,0,48,False,False,False,False,False,80,80,False,False,18,20,39,False,38,False
222,"陸行鳥篷車",0,"",0,0,1,0,0,2949,2,1,5,15,15,1,2,0,62,"SE_Bt_Etc_CCarriageWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_CCarriageBye",20,10,False,True,0,0,0,0,175,4177,210,100,False,0,0,60,3,0,False,False,False,False,False,80,80,False,False,8,17,37,False,37,False
223,"矮人戰車",0,"",0,0,1,0,0,2950,2,1,45,15,15,1,2,0,319,"SE_Bt_Etc_DTankWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_DTankBye",0,10,False,True,0,0,0,0,176,4178,10140,100,False,0,0,100,0,51,False,True,False,False,False,80,80,False,False,0,18,37,False,37,False
224,"加百列α",0,"",0,0,1,0,0,2951,2,1,45,15,15,1,2,91,779,"SE_Bt_Etc_ZeroGabrielWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_ZeroGabrieBye",0,10,False,False,0,0,0,0,177,4179,11050,100,False,0,0,60,0,0,True,False,False,False,False,80,80,False,False,17,21,59,False,37,False
225,"碩山羊",0,"",0,0,1,0,0,2952,2,1,45,85,85,1,2,92,319,"SE_Bt_Etc_GazelleWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_GazelleBye",20,10,False,True,0,0,0,0,178,4180,3410,100,False,0,0,60,0,0,False,False,False,False,False,80,80,False,False,8,19,39,False,40,False
226,"光之玲龍",0,"",0,0,1,0,0,2976,2,1,45,15,50,1,2,76,778,"SE_Bt_Etc_BanshinryuuWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_BanshinryuuBye",20,20,False,True,0,0,0,0,179,4181,30304,100,False,0,0,60,0,0,False,False,False,False,False,0,0,False,False,8,22,41,False,42,False
227,"",0,"",0,0,1,0,0,2950,2,1,45,15,15,1,2,0,319,"SE_Bt_Etc_DTankWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_DTankBye",0,10,False,True,0,0,0,0,-1,0,0,100,False,0,0,100,0,50,False,False,False,False,False,80,80,False,False,0,18,37,False,37,False
228,"吉胖喵沙發",0,"",0,0,1,0,0,2974,2,1,45,15,15,1,2,94,319,"SE_Bt_Etc_YKWChairWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_YKWChairBye",0,10,False,True,0,0,0,0,180,4182,40502,100,False,0,0,60,0,0,True,False,False,False,False,80,80,False,False,17,19,41,False,40,False
229,"改良型魔導運輸器",0,"",0,0,1,0,0,3005,2,1,45,15,15,1,2,63,319,"SE_Bt_Etc_HakaseIsuWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_HakaseIsuBye",0,10,False,True,0,0,0,0,181,4183,10032,100,False,0,0,50,0,0,True,False,False,False,False,0,0,False,False,17,19,39,False,38,False
230,"艾爾·圖",0,"",0,0,1,0,0,2975,2,1,45,15,50,1,2,93,319,"SE_Bt_Etc_ErtoWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_ErtoBye",20,20,False,True,0,0,0,0,182,4184,1140,100,False,0,0,60,0,0,False,False,False,False,False,80,80,False,False,8,20,41,False,40,False
231,"英西塔土斯",0,"",0,0,1,0,0,3006,2,1,45,70,70,1,2,5,319,"SE_Bt_Etc_UnicornWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_UnicornBye",20,10,False,True,0,0,0,0,183,4185,30010,65,False,0,0,70,0,0,False,False,False,False,False,0,0,False,False,9,19,41,False,40,False
232,"雪人",0,"",0,0,1,0,0,3043,2,1,45,15,15,1,2,96,319,"SE_Bt_Etc_SnowmanWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_SnowmanBye",0,10,False,False,0,0,0,0,174,4186,15010,100,False,0,0,60,0,0,False,False,False,False,False,80,80,False,False,8,19,37,False,37,False
233,"真月魔導鯨",0,"",0,0,1,0,0,3044,2,1,45,15,15,1,2,0,805,"SE_Bt_Etc_FF4MadosenWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_FF4MadosenBye",0,10,False,False,0,0,0,0,184,4187,11060,100,False,0,0,60,7,0,True,False,False,False,False,80,80,False,False,16,17,37,False,37,False
234,"伊甸",0,"",0,0,1,0,0,3045,2,1,45,15,15,1,2,97,804,"SE_Bt_Etc_EdenPrimelWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_EdenPrimeBye",0,10,False,True,0,0,0,0,185,4188,11070,100,False,0,0,60,0,52,True,True,False,False,False,80,80,False,False,17,18,63,False,62,False
